Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany
35,0,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3,Male,1,Human Resources,3,Single,4323,3,6,2,1,5
42,0,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2,Male,2,Sales Executive,1,Single,5155,3,9,3,4,6
44,1,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3,Male,1,Research Scientist,3,Single,2936,3,6,4,3,6
29,0,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,1202,2,Female,1,Research Scientist,4,Married,2168,3,6,2,2,5
33,0,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,1207,2,Male,1,Human Resources,3,Married,3600,3,5,2,3,5
54,0,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,1245,4,Female,3,Manufacturing Director,3,Divorced,10502,3,33,2,1,5
46,0,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,4,Female,5,Manager,2,Married,18789,3,26,2,3,11
30,0,Non-Travel,879,Research & Development,9,2,Medical,1,1298,3,Female,2,Manufacturing Director,3,Single,4695,3,10,3,3,8
32,1,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1,1309,4,Male,2,Laboratory Technician,3,Married,4883,3,10,3,3,10
40,1,Travel_Rarely,299,Sales,25,4,Marketing,1,1318,4,Male,3,Sales Executive,2,Single,9094,3,9,2,3,5
34,0,Non-Travel,999,Research & Development,26,1,Technical Degree,1,1374,1,Female,1,Research Scientist,3,Divorced,2029,4,5,2,3,5
39,0,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,1390,1,Male,2,Sales Executive,4,Married,6120,3,8,2,4,5
37,0,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1,1394,3,Male,1,Research Scientist,3,Married,2996,3,8,2,3,6
33,0,Travel_Frequently,1111,Sales,5,1,Life Sciences,1,1395,2,Male,2,Sales Executive,4,Married,9998,3,8,2,4,5
39,0,Non-Travel,1485,Research & Development,25,2,Life Sciences,1,1397,3,Male,3,Healthcare Representative,3,Married,10920,4,13,2,3,6
52,0,Travel_Rarely,258,Research & Development,8,4,Other,1,1409,3,Female,1,Laboratory Technician,1,Married,2950,3,12,2,1,5
36,0,Travel_Rarely,1174,Sales,3,4,Marketing,1,1425,1,Female,2,Sales Executive,2,Single,9278,3,15,3,3,5
36,0,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1435,1,Male,2,Laboratory Technician,4,Single,5810,3,10,2,2,10
24,0,Travel_Rarely,1476,Sales,4,1,Medical,1,1445,4,Female,2,Sales Executive,3,Married,4162,3,5,3,3,5
34,0,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1,1447,4,Female,1,Laboratory Technician,2,Married,3294,3,7,2,2,5
28,0,Travel_Rarely,866,Sales,5,3,Medical,1,1469,4,Male,2,Sales Executive,1,Single,8463,3,6,4,3,5
33,0,Travel_Rarely,1099,Research & Development,4,4,Medical,1,1502,1,Female,1,Laboratory Technician,2,Married,3838,3,8,5,3,5
47,0,Travel_Rarely,571,Sales,14,3,Medical,1,1503,3,Female,2,Sales Executive,3,Married,4591,3,11,4,2,5
40,1,Travel_Rarely,676,Research & Development,9,4,Life Sciences,1,1534,4,Male,1,Laboratory Technician,1,Single,2018,3,15,3,1,5
45,0,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1,1546,4,Male,1,Research Scientist,4,Married,2132,4,8,3,3,5
40,0,Travel_Rarely,1342,Sales,9,2,Medical,1,1548,1,Male,2,Sales Executive,1,Married,5473,3,9,5,4,8
29,0,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,1590,1,Male,2,Healthcare Representative,4,Divorced,8853,3,6,0,4,6
40,0,Travel_Rarely,118,Sales,14,2,Life Sciences,1,1598,4,Female,2,Sales Executive,1,Married,4639,3,5,2,3,5
43,0,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1,1599,4,Male,1,Laboratory Technician,2,Divorced,4876,3,8,0,3,6
30,0,Travel_Rarely,241,Research & Development,7,3,Medical,1,1609,2,Male,1,Research Scientist,2,Married,2141,3,6,3,2,6
38,0,Travel_Rarely,397,Research & Development,2,2,Medical,1,1638,4,Female,3,Manufacturing Director,3,Married,7756,3,10,6,4,5
37,0,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640,2,Female,1,Research Scientist,2,Married,3936,3,8,2,1,8
39,0,Travel_Rarely,492,Research & Development,12,3,Medical,1,1654,4,Male,2,Manufacturing Director,2,Married,5295,4,7,3,3,5
36,0,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,Male,2,Healthcare Representative,1,Divorced,6842,4,13,3,3,5
23,1,Travel_Rarely,1320,Research & Development,8,1,Medical,1,1684,4,Male,1,Laboratory Technician,3,Single,3989,3,5,2,3,5
35,0,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,1,Male,1,Research Scientist,4,Single,4930,3,6,2,4,5
31,0,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,4,Female,2,Manufacturing Director,4,Single,5238,4,9,3,2,5
38,0,Travel_Rarely,1153,Research & Development,6,2,Other,1,1782,4,Female,1,Laboratory Technician,3,Married,3702,3,5,3,3,5
35,0,Travel_Rarely,185,Research & Development,23,4,Medical,1,1826,2,Male,1,Laboratory Technician,3,Married,2705,3,6,2,4,5
40,0,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1,1829,2,Female,2,Healthcare Representative,1,Divorced,4448,3,15,3,3,7
27,0,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,1850,4,Female,1,Laboratory Technician,4,Single,2379,3,6,3,2,5
41,0,Travel_Rarely,337,Sales,8,3,Marketing,1,1909,3,Female,2,Sales Executive,2,Married,4393,4,14,3,3,5
33,0,Travel_Rarely,217,Sales,10,4,Marketing,1,1924,2,Male,2,Sales Executive,3,Single,5487,3,10,2,2,10
49,0,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,1,1941,2,Male,5,Research Director,4,Married,19161,3,28,3,3,5
36,0,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,1949,1,Male,1,Laboratory Technician,2,Married,2810,4,5,3,3,5
41,0,Travel_Rarely,930,Sales,3,3,Life Sciences,1,2037,3,Male,2,Sales Executive,2,Divorced,8938,3,14,5,3,5
29,0,Travel_Rarely,468,Research & Development,28,4,Medical,1,2054,4,Female,1,Research Scientist,1,Single,3785,3,5,3,1,5
31,0,Non-Travel,325,Research & Development,5,3,Medical,1,2057,2,Male,2,Manufacturing Director,1,Single,9936,3,10,2,3,9
36,1,Travel_Rarely,1218,Sales,9,4,Life Sciences,1,27,3,Male,1,Sales Representative,1,Single,3407,4,10,4,3,5
43,0,Travel_Rarely,1273,Research & Development,2,2,Medical,1,46,4,Female,1,Research Scientist,3,Divorced,2645,3,6,3,2,5
33,0,Travel_Frequently,1141,Sales,1,3,Life Sciences,1,52,3,Female,2,Sales Executive,1,Married,5376,3,10,3,3,5
44,0,Travel_Rarely,1488,Sales,1,5,Marketing,1,68,2,Female,2,Sales Executive,1,Divorced,5454,4,9,2,2,4
38,0,Travel_Frequently,653,Research & Development,29,5,Life Sciences,1,79,4,Female,2,Laboratory Technician,4,Single,2406,3,10,2,3,10
50,0,Travel_Rarely,989,Research & Development,7,2,Medical,1,80,2,Female,5,Research Director,3,Divorced,18740,3,29,2,2,27
59,0,Travel_Frequently,1225,Sales,1,1,Life Sciences,1,91,1,Female,2,Sales Executive,3,Single,5473,3,20,2,2,4
40,0,Travel_Frequently,530,Research & Development,1,4,Life Sciences,1,119,3,Male,4,Healthcare Representative,2,Married,13503,4,22,3,2,22
54,0,Travel_Rarely,1217,Research & Development,2,4,Technical Degree,1,126,1,Female,3,Research Director,3,Married,13549,3,16,5,1,4
50,0,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,141,1,Female,5,Research Director,2,Married,18172,3,28,1,2,8
54,0,Non-Travel,142,Human Resources,26,3,Human Resources,1,148,4,Female,4,Manager,4,Single,17328,3,23,3,3,5
24,0,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,150,2,Male,1,Laboratory Technician,3,Married,2774,3,6,2,3,5
37,0,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,152,3,Male,3,Sales Executive,4,Single,7428,3,12,3,3,5
30,0,Travel_Rarely,1427,Research & Development,2,1,Medical,1,198,2,Male,1,Laboratory Technician,4,Single,2720,3,6,3,3,5
34,0,Travel_Frequently,303,Sales,2,4,Marketing,1,216,3,Female,1,Sales Representative,3,Married,2231,3,6,3,3,4
57,0,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,223,3,Male,3,Healthcare Representative,4,Divorced,9439,3,12,2,1,5
38,0,Travel_Rarely,702,Sales,1,4,Life Sciences,1,230,1,Female,2,Sales Executive,4,Single,8686,4,12,2,4,8
41,1,Travel_Rarely,1356,Sales,20,2,Marketing,1,248,2,Female,1,Sales Representative,2,Single,3140,4,4,5,2,4
42,0,Non-Travel,926,Research & Development,21,2,Medical,1,270,3,Female,2,Manufacturing Director,3,Divorced,5265,3,11,5,3,5
34,0,Travel_Frequently,878,Research & Development,10,4,Medical,1,277,4,Male,1,Research Scientist,3,Divorced,3815,3,5,4,4,5
30,1,Travel_Frequently,334,Sales,26,4,Marketing,1,299,3,Female,2,Sales Executive,1,Single,6696,3,9,5,2,6
29,1,Travel_Rarely,896,Research & Development,18,1,Medical,1,315,3,Male,1,Research Scientist,4,Single,2389,3,4,3,2,4
32,0,Travel_Rarely,1401,Sales,4,2,Life Sciences,1,330,3,Female,1,Sales Representative,2,Married,3931,3,6,5,3,4
25,0,Non-Travel,675,Research & Development,5,2,Life Sciences,1,369,2,Male,2,Healthcare Representative,1,Divorced,4000,3,6,2,3,6
53,0,Travel_Rarely,1070,Research & Development,3,4,Medical,1,386,3,Male,4,Research Director,3,Married,17584,3,21,5,2,5
26,0,Travel_Frequently,496,Research & Development,11,2,Medical,1,390,1,Male,2,Healthcare Representative,1,Married,4741,3,5,3,3,5
28,0,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,1,395,4,Female,1,Research Scientist,4,Single,3310,4,5,3,3,5
28,0,Travel_Rarely,1476,Research & Development,16,2,Medical,1,412,2,Male,2,Healthcare Representative,1,Single,5661,3,9,2,3,8
58,0,Non-Travel,390,Research & Development,1,4,Life Sciences,1,422,4,Male,2,Healthcare Representative,3,Divorced,5660,3,12,2,3,5
27,0,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,1,434,3,Female,1,Research Scientist,2,Single,2478,3,4,2,2,4
54,0,Travel_Frequently,928,Research & Development,20,4,Life Sciences,1,450,4,Female,2,Research Scientist,3,Single,4869,3,20,4,2,4
40,0,Travel_Rarely,1124,Sales,1,2,Medical,1,453,2,Male,2,Sales Executive,4,Married,7457,4,6,2,2,4
29,0,Non-Travel,746,Sales,2,3,Life Sciences,1,469,4,Male,2,Sales Executive,3,Married,4649,3,4,3,2,4
50,0,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,1,491,4,Male,3,Healthcare Representative,4,Single,10496,3,20,2,3,4
24,1,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,1,Female,1,Sales Representative,2,Single,3202,3,6,4,3,5
30,0,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,Male,1,Laboratory Technician,4,Married,2097,3,9,3,1,5
34,0,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579,4,Male,1,Research Scientist,3,Divorced,2768,3,14,3,3,7
33,1,Travel_Rarely,587,Research & Development,10,1,Medical,1,584,1,Male,1,Laboratory Technician,4,Divorced,3408,3,8,2,3,4
36,0,Non-Travel,635,Sales,10,4,Medical,1,592,2,Male,3,Sales Executive,4,Single,9980,3,10,3,2,10
41,0,Non-Travel,267,Sales,10,2,Life Sciences,1,599,4,Male,2,Sales Executive,4,Single,6230,3,16,3,3,14
39,0,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,3,Female,1,Laboratory Technician,3,Married,3755,3,8,3,3,8
26,0,Travel_Rarely,703,Sales,28,2,Marketing,1,641,1,Male,2,Sales Executive,2,Married,6272,4,6,5,4,5
24,1,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647,1,Female,1,Laboratory Technician,3,Married,2886,3,6,4,3,6
27,0,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,1,Female,1,Research Scientist,3,Divorced,2187,3,6,5,2,5
27,1,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,3,Male,1,Sales Representative,1,Divorced,3041,3,5,3,3,4
50,1,Travel_Frequently,562,Sales,8,2,Technical Degree,1,723,2,Male,2,Sales Executive,3,Married,6796,3,18,4,3,4
23,0,Travel_Rarely,650,Research & Development,9,1,Medical,1,758,2,Male,1,Laboratory Technician,1,Married,2500,3,5,2,4,4
39,0,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,760,3,Female,2,Human Resources,2,Married,6389,3,12,3,1,8
52,0,Non-Travel,715,Research & Development,19,4,Medical,1,791,4,Male,1,Research Scientist,4,Married,4258,3,5,3,3,4
26,1,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,796,4,Male,2,Sales Executive,1,Single,5326,3,6,2,2,4
54,0,Travel_Rarely,376,Research & Development,19,4,Medical,1,799,4,Female,2,Manufacturing Director,1,Divorced,5485,3,9,4,3,5
37,0,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,802,4,Female,1,Research Scientist,1,Divorced,2782,3,6,3,2,5
50,0,Travel_Rarely,691,Research & Development,2,3,Medical,1,815,3,Male,4,Research Director,3,Married,17639,3,30,3,3,4
42,0,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,827,4,Female,2,Manufacturing Director,4,Married,6062,3,8,4,3,4
38,0,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,837,1,Male,2,Healthcare Representative,1,Divorced,6288,3,13,3,2,4
25,0,Travel_Rarely,180,Research & Development,2,1,Medical,1,854,1,Male,1,Research Scientist,1,Single,3424,3,6,3,2,4
32,0,Travel_Rarely,638,Research & Development,8,2,Medical,1,865,3,Female,2,Research Scientist,3,Married,5175,3,9,3,2,5
25,0,Travel_Rarely,141,Sales,3,1,Other,1,879,3,Male,2,Sales Executive,1,Married,4194,3,5,3,3,5
42,0,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,1,894,3,Female,2,Laboratory Technician,4,Married,5231,3,17,1,2,5
33,0,Travel_Rarely,1075,Human Resources,3,2,Human Resources,1,910,4,Male,1,Human Resources,2,Divorced,2277,3,7,4,4,4
29,0,Travel_Rarely,1086,Research & Development,7,1,Medical,1,912,1,Female,1,Laboratory Technician,4,Divorced,2532,3,8,5,3,4
38,0,Non-Travel,152,Sales,10,3,Technical Degree,1,983,3,Female,2,Sales Executive,4,Single,5666,3,6,1,3,5
45,0,Travel_Rarely,974,Research & Development,1,4,Medical,1,996,4,Female,1,Laboratory Technician,4,Divorced,2270,3,8,2,3,5
31,0,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,1011,3,Female,2,Manufacturing Director,1,Married,4148,3,4,1,3,4
22,0,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,1019,2,Male,1,Laboratory Technician,1,Married,2451,3,4,3,2,4
59,0,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,1032,3,Female,4,Manufacturing Director,4,Single,13726,3,30,4,3,5
45,0,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,1045,4,Female,4,Manager,4,Married,17650,3,26,4,4,9
45,0,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049,2,Male,1,Human Resources,2,Single,2177,3,6,3,3,6
37,0,Travel_Rarely,124,Research & Development,3,3,Other,1,1062,4,Female,2,Healthcare Representative,2,Single,4107,3,8,3,2,4
26,0,Travel_Frequently,921,Research & Development,1,1,Medical,1,1068,1,Female,1,Research Scientist,3,Divorced,2007,3,5,5,3,5
26,0,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083,1,Male,1,Laboratory Technician,1,Married,3955,3,6,2,3,5
28,0,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136,1,Male,1,Research Scientist,2,Married,3201,3,6,2,1,5
24,0,Travel_Rarely,477,Research & Development,24,3,Medical,1,1173,4,Male,1,Laboratory Technician,2,Single,3597,4,6,2,3,4
30,0,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,Male,2,Sales Executive,3,Married,6578,3,10,3,3,10
43,1,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,1,Female,2,Sales Executive,3,Single,5346,3,7,2,2,4
30,0,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,3,Male,2,Sales Executive,1,Divorced,4115,3,8,3,3,4
46,0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,Male,2,Manufacturing Director,4,Divorced,7379,3,12,3,2,6
42,0,Non-Travel,179,Human Resources,2,5,Medical,1,1231,4,Male,2,Human Resources,1,Married,6272,3,10,3,4,4
25,0,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1240,3,Male,2,Sales Executive,4,Single,4950,3,5,4,3,4
27,0,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,1,Male,1,Research Scientist,3,Divorced,2517,3,5,2,3,5
56,0,Travel_Rarely,206,Human Resources,8,4,Life Sciences,1,1338,4,Male,5,Manager,2,Single,19717,3,36,4,3,7
41,0,Travel_Frequently,1018,Sales,1,3,Marketing,1,1349,3,Female,2,Sales Executive,1,Divorced,4103,3,10,2,3,9
28,0,Travel_Rarely,736,Sales,26,3,Life Sciences,1,1387,3,Male,2,Sales Executive,1,Married,4724,3,5,0,3,5
52,0,Travel_Frequently,322,Research & Development,28,2,Medical,1,1401,4,Female,4,Manufacturing Director,3,Married,13247,3,24,3,2,5
26,0,Travel_Rarely,683,Research & Development,2,1,Medical,1,1407,1,Male,1,Research Scientist,4,Single,3904,3,5,2,3,4
49,1,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,1420,1,Male,2,Laboratory Technician,1,Single,4284,4,20,2,3,4
34,0,Travel_Frequently,560,Research & Development,1,4,Other,1,1431,4,Male,1,Research Scientist,1,Divorced,2996,3,10,2,3,4
32,0,Travel_Rarely,601,Sales,7,5,Marketing,1,1446,4,Male,2,Sales Executive,4,Married,9204,3,7,3,2,4
33,0,Travel_Frequently,430,Sales,7,3,Medical,1,1477,4,Male,2,Sales Executive,1,Married,4373,3,5,2,3,4
29,1,Travel_Frequently,115,Sales,13,3,Technical Degree,1,1487,1,Female,2,Sales Executive,2,Single,5765,3,7,4,1,5
30,0,Travel_Rarely,330,Human Resources,1,3,Life Sciences,1,1499,3,Male,1,Human Resources,3,Divorced,2064,4,6,3,4,5
23,0,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1,1533,1,Male,2,Laboratory Technician,3,Single,2272,3,5,2,3,4
33,0,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1,1545,4,Male,2,Manufacturing Director,2,Single,4320,3,5,2,3,5
35,0,Travel_Rarely,1402,Sales,28,4,Life Sciences,1,1554,2,Female,1,Sales Representative,3,Married,2430,4,6,5,3,5
38,0,Travel_Frequently,888,Human Resources,10,4,Human Resources,1,1563,3,Male,2,Human Resources,3,Married,6077,3,10,2,3,6
28,0,Travel_Rarely,580,Research & Development,27,3,Medical,1,1622,2,Female,2,Manufacturing Director,1,Divorced,4877,4,6,5,2,5
37,0,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631,3,Male,2,Manufacturing Director,3,Married,5768,3,9,2,2,4
24,0,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1646,1,Female,1,Research Scientist,4,Single,3760,3,6,2,3,6
36,0,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,1,Male,1,Laboratory Technician,2,Single,2013,3,15,4,3,4
38,0,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675,4,Female,1,Laboratory Technician,2,Single,2440,4,4,3,3,4
53,0,Travel_Rarely,1395,Research & Development,24,4,Medical,1,1689,2,Male,3,Healthcare Representative,4,Married,7005,3,11,2,3,4
37,0,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,Male,2,Sales Executive,4,Divorced,9525,3,6,2,2,6
24,0,Travel_Rarely,581,Research & Development,9,3,Medical,1,1707,3,Male,1,Research Scientist,3,Married,4401,3,5,1,3,5
29,0,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709,4,Female,1,Laboratory Technician,3,Married,2974,3,9,2,3,5
32,0,Travel_Rarely,371,Sales,19,3,Life Sciences,1,1739,4,Male,3,Sales Executive,3,Married,9610,3,10,2,1,4
42,0,Travel_Rarely,855,Research & Development,12,3,Medical,1,1768,2,Male,1,Laboratory Technician,2,Divorced,2766,4,7,6,2,5
41,0,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1,1772,3,Male,1,Laboratory Technician,1,Divorced,2289,4,5,2,3,5
44,1,Travel_Frequently,429,Research & Development,1,2,Medical,1,1792,3,Male,1,Research Scientist,2,Divorced,2342,3,6,2,2,5
28,0,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1799,3,Male,1,Research Scientist,4,Married,2044,3,5,6,4,5
39,0,Travel_Rarely,1253,Research & Development,10,1,Medical,1,1800,3,Male,3,Research Director,3,Single,13464,4,9,3,3,4
40,0,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1,1802,3,Female,1,Laboratory Technician,1,Married,3377,3,7,5,2,4
37,1,Travel_Rarely,370,Research & Development,10,4,Medical,1,1809,4,Male,2,Manufacturing Director,1,Single,4213,3,10,4,1,10
40,0,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1,1822,3,Female,2,Healthcare Representative,4,Divorced,6513,3,12,3,3,5
26,0,Travel_Rarely,572,Sales,10,3,Medical,1,1836,3,Male,2,Sales Executive,4,Single,4684,3,5,4,3,5
42,0,Non-Travel,355,Research & Development,10,4,Technical Degree,1,1854,3,Male,1,Research Scientist,3,Married,2936,4,10,1,2,6
34,0,Travel_Rarely,1480,Sales,4,3,Life Sciences,1,1882,3,Male,3,Sales Executive,4,Married,9713,3,9,3,3,5
37,0,Travel_Rarely,783,Research & Development,7,4,Medical,1,1885,4,Male,2,Research Scientist,1,Married,4284,4,16,2,3,5
27,0,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,1,1931,2,Male,1,Research Scientist,2,Married,2226,3,6,3,2,5
35,0,Travel_Rarely,682,Sales,18,4,Medical,1,1945,2,Male,2,Sales Executive,1,Married,5561,3,6,2,1,5
28,0,Non-Travel,1103,Research & Development,16,3,Medical,1,1947,3,Male,1,Research Scientist,3,Single,2144,3,5,3,2,5
29,0,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,1954,1,Male,2,Healthcare Representative,1,Married,5373,3,6,5,2,5
54,0,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,1969,1,Female,2,Research Scientist,3,Married,2897,3,9,6,2,4
24,0,Travel_Rarely,771,Research & Development,1,2,Life Sciences,1,1981,2,Male,2,Healthcare Representative,3,Single,4617,3,4,2,2,4
38,0,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,1997,1,Male,2,Manufacturing Director,3,Married,5321,3,10,1,3,8
42,0,Travel_Rarely,557,Research & Development,18,4,Life Sciences,1,1998,4,Male,2,Research Scientist,1,Divorced,5410,3,9,3,2,4
41,0,Travel_Rarely,642,Research & Development,1,3,Life Sciences,1,1999,4,Male,1,Research Scientist,4,Married,2782,4,12,3,3,5
25,0,Travel_Rarely,1382,Sales,8,2,Other,1,2018,1,Female,2,Sales Executive,3,Divorced,4907,4,6,3,2,5
44,0,Travel_Rarely,1037,Research & Development,1,3,Medical,1,2020,2,Male,1,Research Scientist,4,Single,2436,3,6,2,3,4
50,1,Travel_Frequently,878,Sales,1,4,Life Sciences,1,2044,2,Male,2,Sales Executive,3,Divorced,6728,3,12,3,3,6
36,0,Travel_Rarely,1120,Sales,11,4,Marketing,1,2045,2,Female,2,Sales Executive,4,Married,6652,3,8,2,2,6
45,0,Travel_Rarely,374,Sales,20,3,Life Sciences,1,2046,4,Female,2,Sales Executive,3,Single,4850,3,8,3,3,5
40,0,Travel_Rarely,1194,Research & Development,2,4,Medical,1,2051,3,Female,1,Research Scientist,3,Married,2001,3,20,2,3,5
35,0,Travel_Rarely,287,Research & Development,1,4,Life Sciences,1,2052,3,Female,1,Research Scientist,4,Married,2977,3,4,5,3,4
29,0,Travel_Rarely,1378,Research & Development,13,2,Other,1,2053,4,Male,2,Laboratory Technician,2,Married,4025,3,10,2,3,4
34,0,Travel_Rarely,628,Research & Development,8,3,Medical,1,2068,2,Male,2,Laboratory Technician,3,Married,4404,3,6,3,4,4
27,0,Travel_Rarely,591,Research & Development,2,1,Medical,1,7,1,Male,1,Laboratory Technician,2,Married,3468,3,6,3,3,2
31,0,Travel_Rarely,670,Research & Development,26,1,Life Sciences,1,16,1,Male,1,Research Scientist,3,Divorced,2911,3,5,1,2,5
34,0,Travel_Rarely,1346,Research & Development,19,2,Medical,1,18,2,Male,1,Laboratory Technician,4,Divorced,2661,3,3,2,3,2
28,1,Travel_Rarely,103,Research & Development,24,3,Life Sciences,1,19,3,Male,1,Laboratory Technician,3,Single,2028,3,6,4,3,4
32,0,Travel_Rarely,334,Research & Development,5,2,Life Sciences,1,21,1,Male,1,Research Scientist,2,Divorced,3298,3,7,5,2,6
38,0,Travel_Rarely,371,Research & Development,2,3,Life Sciences,1,24,4,Male,1,Research Scientist,4,Single,3944,3,6,3,3,3
24,0,Non-Travel,673,Research & Development,11,2,Other,1,26,1,Female,2,Manufacturing Director,3,Divorced,4011,3,5,5,2,4
34,1,Travel_Rarely,699,Research & Development,6,1,Medical,1,31,2,Male,1,Research Scientist,1,Single,2960,3,8,2,3,4
32,1,Travel_Frequently,1125,Research & Development,16,1,Life Sciences,1,33,2,Female,1,Research Scientist,1,Single,3919,4,10,5,3,10
46,0,Travel_Rarely,705,Sales,2,4,Marketing,1,38,2,Female,5,Manager,1,Single,18947,3,22,2,2,2
44,0,Travel_Rarely,1459,Research & Development,10,4,Other,1,40,4,Male,2,Healthcare Representative,4,Married,6465,3,9,5,4,4
50,1,Travel_Rarely,869,Sales,3,2,Marketing,1,47,1,Male,1,Sales Representative,3,Married,2683,3,3,2,3,3
35,0,Travel_Rarely,890,Sales,2,3,Marketing,1,49,4,Female,1,Sales Representative,4,Married,2014,3,2,3,3,2
28,1,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,1,65,3,Male,1,Laboratory Technician,3,Single,3441,3,2,3,2,2
26,0,Travel_Rarely,1443,Sales,23,3,Marketing,1,72,3,Female,2,Sales Executive,4,Married,4157,3,5,2,2,2
35,0,Travel_Rarely,1142,Research & Development,23,4,Medical,1,75,3,Female,1,Laboratory Technician,1,Married,4014,3,4,3,3,2
35,0,Travel_Frequently,664,Research & Development,1,3,Medical,1,88,2,Male,1,Research Scientist,1,Married,2194,3,5,2,2,3
37,0,Travel_Rarely,397,Research & Development,7,4,Medical,1,102,1,Male,3,Research Director,3,Single,13664,3,16,3,4,5
46,0,Travel_Rarely,945,Human Resources,5,2,Medical,1,103,2,Male,2,Human Resources,2,Divorced,5021,4,16,2,3,4
34,0,Travel_Rarely,1153,Research & Development,1,2,Medical,1,110,1,Male,2,Manufacturing Director,2,Married,4325,3,5,2,3,5
51,0,Travel_Rarely,432,Research & Development,9,4,Life Sciences,1,116,4,Male,1,Laboratory Technician,4,Married,2075,4,10,4,3,4
